name,comb
ORTHREGF,NPTS=15
ORTHREGF,NPTS=20
ORTHREGF,NPTS=40
LUKVLE9,N=100
LUKVLE9,N=1000
LUKVLE9,N=10000
LUKVLE9,N=100000
SVANBERG,N=10
SVANBERG,N=20
SVANBERG,N=30
SVANBERG,N=40
SVANBERG,N=50
SVANBERG,N=60
SVANBERG,N=70
SVANBERG,N=80
SVANBERG,N=90
SVANBERG,N=100
SVANBERG,N=500
SVANBERG,N=1000
SVANBERG,N=5000
CBRATU3D,P=3
CBRATU3D,P=4
CBRATU3D,P=7
CBRATU3D,P=10
CBRATU3D,P=12
CBRATU3D,LAMBDA=6.80812
OPTCTRL6,T=10
OPTCTRL6,T=40
OPTCTRL6,T=100
OPTCTRL6,T=400
OPTCTRL6,T=1500
OPTCTRL6,T=10000
OPTCTRL6,T=50000
POROUS1,P=32
POROUS1,P=64
POROUS1,P=72
POROUS1,D=50.0
CATENA,N+1=4
CATENA,N+1=10
CATENA,N+1=32
CATENA,N+1=166
CATENA,N+1=1000
DTOC2,N=10
DTOC2,NX=2
DTOC2,NY=4
DTOC2,N=50
DTOC2,NX=2
DTOC2,NY=4
DTOC2,N=100
DTOC2,NX=2
DTOC2,NY=4
DTOC2,N=500
DTOC2,NX=2
DTOC2,NY=4
DTOC2,N=1000
DTOC2,NX=2
DTOC2,NY=4
DTOC2,N=10
DTOC2,NX=5
DTOC2,NY=10
DTOC2,N=50
DTOC2,NX=5
DTOC2,NY=10
DTOC2,N=100
DTOC2,NX=5
DTOC2,NY=10
DTOC2,N=500
DTOC2,NX=5
DTOC2,NY=10
DTOC2,N=1000
DTOC2,NX=5
DTOC2,NY=10
BDRY2,N=3
BDRY2,N=499
BDRY2,N=1999
BDRY2,N=3499
YATP2LS,N=2
YATP2LS,N=10
YATP2LS,N=50
YATP2LS,N=100
YATP2LS,N=200
YATP2LS,N=350
MOREBV,N=10
MOREBV,N=50
MOREBV,N=100
MOREBV,N=500
MOREBV,N=1000
MOREBV,N=5000
DIXMAANL,M=5
DIXMAANL,M=30
DIXMAANL,M=100
DIXMAANL,M=500
DIXMAANL,M=1000
DIXMAANL,M=3000
BLOWEYB,N=10
BLOWEYB,N=100
BLOWEYB,N=1000
BLOWEYB,N=2000
BLOWEYB,N=4000
BLOWEYB,N=8000
ODC,NX=2
ODC,NY=2
ODC,NX=10
ODC,NY=10
ODC,NX=31
ODC,NY=32
ODC,NX=70
ODC,NY=70
ODC,NX=100
ODC,NY=100
ODC,NX=200
ODC,NY=200
LISWET1,N=100
LISWET1,K=3
LISWET1,N=100
LISWET1,K=4
LISWET1,N=100
LISWET1,K=5
LISWET1,N=100
LISWET1,K=6
LISWET1,N=400
LISWET1,K=2
LISWET1,N=400
LISWET1,K=3
LISWET1,N=2000
LISWET1,K=1
LISWET1,N=2000
LISWET1,K=2
LISWET1,N=10000
LISWET1,K=1
LISWET1,N=10000
LISWET1,K=2
JNLBRNG2,PT=4
JNLBRNG2,PY=4
JNLBRNG2,PT=10
JNLBRNG2,PY=10
JNLBRNG2,PT=23
JNLBRNG2,PY=23
JNLBRNG2,PT=32
JNLBRNG2,PY=32
JNLBRNG2,PT=34
JNLBRNG2,PY=34
JNLBRNG2,PT=75
JNLBRNG2,PY=75
JNLBRNG2,PT=100
JNLBRNG2,PY=100
JNLBRNG2,PT=125
JNLBRNG2,PY=125
JNLBRNG2,EX=0.5
S277-280,N=4
S277-280,N=6
S277-280,N=8
S277-280,N=10
EIGENCLS,M=2
EIGENCLS,M=10
EIGENCLS,M=25
INTEQNE,N=10
INTEQNE,N=50
INTEQNE,N=100
INTEQNE,N=500
BLOWEYC,N=10
BLOWEYC,N=100
BLOWEYC,N=1000
BLOWEYC,N=2000
BLOWEYC,N=4000
BLOWEYC,N=8000
ORTHRDM2,NPTS=100
ORTHRDM2,NPTS=2000
ORTHRDM2,NPTS=4000
DIXMAANM,M=5
DIXMAANM,M=30
DIXMAANM,M=100
DIXMAANM,M=500
DIXMAANM,M=1000
DIXMAANM,M=3000
MOREBVNE,N=10
MOREBVNE,N=50
MOREBVNE,N=100
MOREBVNE,N=500
MOREBVNE,N=1000
MOREBVNE,N=5000
DTOC3,N=10
DTOC3,N=50
DTOC3,N=100
DTOC3,N=500
DTOC3,N=1000
DTOC3,N=1500
DTOC3,N=5000
EG3,N=10
EG3,N=100
EG3,N=1000
EG3,N=10000
LUKVLE8,N=100
LUKVLE8,N=1000
LUKVLE8,N=10000
LUKVLE8,N=100000
STEERING,NH=50
STEERING,NH=100
STEERING,NH=200
STEERING,NH=400
